nl_set_id,0,1,2,3,4,5
cell_accuracy,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333
input,0.0,0.0,0.0,0.0,0.0,0.0
note,0.0,0.0,0.0,0.0,0.0,0.0
pair_index,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
pred,0.0,0.0,0.0,0.0,0.0,0.0
target,0.0,0.0,0.0,0.0,0.0,0.0
